Transaction Name,Transaction Name URL,Organization Location,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Description,Investor Names
Series A - Oolu,https://www.crunchbase.com/funding_round/oolu-series-a--393e30c6,"Ouakam, Dakar, Senegal, Africa",Oolu,https://www.crunchbase.com/organization/oolu,Series A,3200000,USD,3200000,2017-10-09,Oolu is the fastest growing off-grid solar company West Africa. Our Vision is to be the pre-eminent energy and financial service provider to,"Fifty Years, Persistent, Y Combinator"
Non Equity Assistance - Poultry Farmers Management Systems,https://www.crunchbase.com/funding_round/poultry-farmers-management-systems-non-equity-assistance--f5dca754,"Buea, Sud-Ouest, Cameroon, Africa",Poultry Farmers Management Systems,https://www.crunchbase.com/organization/poultry-farmers-management-systems,Non-equity Assistance,,,,2021-05-17,"An AI-powered app that helps poultry farmers to instantly detect diseases, connects with vets to diagnose & treat animal illness",MassChallenge Switzerland
Non Equity Assistance - Agrinfo,https://www.crunchbase.com/funding_round/agrinfo-non-equity-assistance--57823434,"Dar Es Salaam, Dar es Salaam, Tanzania, Africa",Agrinfo,https://www.crunchbase.com/organization/agrinfo,Non-equity Assistance,,,,2021-05-17,Afrinfo provides solutions to the agriculture sector with the use of drone technology and IoT.,MassChallenge Switzerland
Seed Round - OKO,https://www.crunchbase.com/funding_round/oko-ltd-seed--74e9ac2c,"Bamako, Bamako, Mali, Africa",OKO,https://www.crunchbase.com/organization/oko-ltd,Seed,1200000,USD,1200000,2021-04-21,OKO uses satellite information to define risk and create insurance products for farmers in emerging markets.,"Mercy Corps Ventures, Newfund"
Debt Financing - XpressGas,https://www.crunchbase.com/funding_round/xpressgas-debt-financing--ca446799,"Accra, Greater Accra, Ghana, Africa",XpressGas,https://www.crunchbase.com/organization/xpressgas,Debt Financing,3000000,USD,3000000,2021-06-25,"XpressGas offers marketing and distribution services of LP gas through refilling stations, consumer service stations and cylinder depots.",Belgian Investment Company for Developing Countries
Venture Round - XpressGas,https://www.crunchbase.com/funding_round/xpressgas-series-unknown--0a174cc0,"Accra, Greater Accra, Ghana, Africa",XpressGas,https://www.crunchbase.com/organization/xpressgas,Venture - Series Unknown,3000000,USD,3000000,2021-06-25,"XpressGas offers marketing and distribution services of LP gas through refilling stations, consumer service stations and cylinder depots.",Investisseurs & Partenaires
Non Equity Assistance - Accounting Made Easy,https://www.crunchbase.com/funding_round/accounting-made-easy-non-equity-assistance--4f5f07f3,"Johannesburg, NA - South Africa, South Africa, Africa",Accounting Made Easy,https://www.crunchbase.com/organization/accounting-made-easy,Non-equity Assistance,,,,2021-03-18,"Accounting Made Easy is a business financial literacy tool that uses a gamified, interactive web app.",MassChallenge Israel
Seed Round - Paps,https://www.crunchbase.com/funding_round/paps-seed--711186be,"Dakar, Dakar, Senegal, Africa",Paps,https://www.crunchbase.com/organization/paps,Seed,1200000,USD,1200000,2021-01-02,Paps is a logistics and delivery company that offers innovative distribution and delivery solutions to companies and merchants.,"4DX Ventures, GOODWILL Ventures, Kepple Africa Ventures, Saviu Ventures"
Seed Round - Pylon,https://www.crunchbase.com/funding_round/pylon-f2e7-seed--3673a640,"Cairo, Al Qahirah, Egypt, Africa",Pylon,https://www.crunchbase.com/organization/pylon-f2e7,Seed,125000,USD,125000,2021-09-01,Utility Management Platform for Emerging Markets,Y Combinator
Pre Seed Round - Pricepally.com,https://www.crunchbase.com/funding_round/pricepally-com-pre-seed--5d416e4f,"Lagos, Lagos, Nigeria, Africa",Pricepally.com,https://www.crunchbase.com/organization/pricepally-com,Pre-Seed,,,,2021-04-02,"Pricepally.com is an online food cooperative, buy food at wholesale or share bulk food items with other shoppers.","Launch Africa, Samurai Incubate"
Non Equity Assistance - Ayambe,https://www.crunchbase.com/funding_round/ayambe-non-equity-assistance--73a70193,"Kigali, Butare, Rwanda, Africa",Ayambe,https://www.crunchbase.com/organization/ayambe,Non-equity Assistance,,,,2021-03-18,Ayambe is a talent matching platform that connects skilled workforce in the informal sector to people in need of their skills.,MassChallenge Israel
Series A - The Sun Exchange,https://www.crunchbase.com/funding_round/the-sun-exchange-2-series-a--7e37bea6,"Cape Town, NA - South Africa, South Africa, Africa",The Sun Exchange,https://www.crunchbase.com/organization/the-sun-exchange-2,Series A,3800000,USD,3800000,2020-05-20,"The Sun Exchange is the peer-to-peer solar panel leasing platform,Connecting the world to the sun.",ARCH Emerging Markets Partners
Pre Seed Round - GetEquity,https://www.crunchbase.com/funding_round/getequity-pre-seed--c7a9aace,"Lagos, Lagos, Nigeria, Africa",GetEquity,https://www.crunchbase.com/organization/getequity,Pre-Seed,100000,USD,100000,2021-04-18,The robinhood for angel investing. Democratizing the world of venture capital,GreenHouse Capital
Non Equity Assistance - Sayetech,https://www.crunchbase.com/funding_round/sayetech-non-equity-assistance--ed0f44b1,"Kumasi, Ashanti, Ghana, Africa",Sayetech,https://www.crunchbase.com/organization/sayetech,Non-equity Assistance,,,,2021-03-18,Sayetech is a product and a service-oriented Limited Liability company that designs and builds smart agricultural machinery.,MassChallenge Israel
Private Equity Round - KAS Africa,https://www.crunchbase.com/funding_round/kas-africa-private-equity--e70c03f9,"Midrand, NA - South Africa, South Africa, Africa",KAS Africa,https://www.crunchbase.com/organization/kas-africa,Private Equity,145000000,ZAR,10075706,2021-04-14,"KAS Africa is a contract manufacturer of personal care, homecare and oral care products.",TRT Investments
Pre Seed Round - OKO,https://www.crunchbase.com/funding_round/oko-ltd-pre-seed--777de612,"Bamako, Bamako, Mali, Africa",OKO,https://www.crunchbase.com/organization/oko-ltd,Pre-Seed,120000,USD,120000,2018-06-14,OKO uses satellite information to define risk and create insurance products for farmers in emerging markets.,"Barclays Accelerator, Powered by Techstars - Tel Aviv"
Grant - Kotani Pay,https://www.crunchbase.com/funding_round/kotani-pay-grant--a61d2ea6,"Nairobi, Nairobi Area, Kenya, Africa",Kotani Pay,https://www.crunchbase.com/organization/kotani-pay,Grant,51000,USD,51000,2021-06-08,"Kotani Pay is a technology stack that enables blockchain protocols, dApps, and blockchain FinTech companies.",UNICEF Innovation Fund
Seed Round - 1Trolley,https://www.crunchbase.com/funding_round/1trolley-seed--273f520b,"Cairo, Al Qahirah, Egypt, Africa",1Trolley,https://www.crunchbase.com/organization/1trolley,Seed,,,,2021-07-28,1Trolley is an end to end solution that empowers retailers by digitising their last mile and helping them transition to online ordering.,SOSV
Pre Seed Round - Treepz,https://www.crunchbase.com/funding_round/plentywaka-ltd-pre-seed--b26acd2f,"Lagos, Lagos, Nigeria, Africa",Treepz,https://www.crunchbase.com/organization/plentywaka-ltd,Pre-Seed,120000,USD,120000,2021-03-18,Treepz is a Mobility-as-a-Service platform that develops a bus-hailing application to create a safer transportation system for commuters.,"Techstars, Techstars Toronto Accelerator"
Seed Round - Safeboda,https://www.crunchbase.com/funding_round/safeboda-seed--64f8b559,"Kampala, Kampala, Uganda, Africa",Safeboda,https://www.crunchbase.com/organization/safeboda,Seed,,,,2018-01-01,The most reliable community-based urban transportation network in Africa,Musha Ventures
Seed Round - Lidya,https://www.crunchbase.com/funding_round/lidya-seed--4d54503a,"Lagos, Lagos, Nigeria, Africa",Lidya,https://www.crunchbase.com/organization/lidya,Seed,,,,2016-01-01,Lidya is a financial services platform to improve access to credit and finance across frontier and emerging markets starting with Nigeria.,Musha Ventures
Pre Seed Round - Prospa,https://www.crunchbase.com/funding_round/prospa-60e4-pre-seed--d76185b4,"Lagos, Lagos, Nigeria, Africa",Prospa,https://www.crunchbase.com/organization/prospa-60e4,Pre-Seed,,,,2020-01-01,Prospa is building a neobank for small companies in Nigeria.,Musha Ventures
Seed Round - Sokowatch,https://www.crunchbase.com/funding_round/sokowatch-seed--df1e5243,"Nairobi, Nairobi Area, Kenya, Africa",Sokowatch,https://www.crunchbase.com/organization/sokowatch,Seed,,,,2017-01-01,Sokowatch revolutionizes access to essential goods and services by connecting small shops to the digital economy.,Musha Ventures
Seed Round - Autochek,https://www.crunchbase.com/funding_round/autochek-seed--d3ad2a84,"Lagos, Lagos, Nigeria, Africa",Autochek,https://www.crunchbase.com/organization/autochek,Seed,,,,2020-01-01,Autochek is an automotive technology company that aims to build digital solutions.,Musha Ventures
Venture Round - People's Pension Trust Ghana,https://www.crunchbase.com/funding_round/people-s-pension-trust-ghana-series-unknown--6f97929f,"Accra, Greater Accra, Ghana, Africa",People's Pension Trust Ghana,https://www.crunchbase.com/organization/people-s-pension-trust-ghana,Venture - Series Unknown,300000,USD,300000,2021-02-05,"People's Pension Trust Ghana is a trustee company that provides pension services, particularly, for the informal sector.",The Draper Richards Kaplan Foundation
Seed Round - Kudi,https://www.crunchbase.com/funding_round/kudi-seed--af3278f4,"Lagos, Lagos, Nigeria, Africa",Kudi,https://www.crunchbase.com/organization/kudi,Seed,,,,2018-01-01,Kudi is a financial service provider that focuses on providing access to electronic banking and financial services.,Musha Ventures
Debt Financing - Privamnuts,https://www.crunchbase.com/funding_round/privamnuts-debt-financing--e852bf33,"Nairobi, Nairobi Area, Kenya, Africa",Privamnuts,https://www.crunchbase.com/organization/privamnuts,Debt Financing,,,,2021-06-16,"Privamnuts offers sourcing, produce and supply of quality nut products.",Vital Capital
Seed Round - Apollo Agriculture,https://www.crunchbase.com/funding_round/apollo-agriculture-seed--e34b3ad6,"Nairobi, Nairobi Area, Kenya, Africa",Apollo Agriculture,https://www.crunchbase.com/organization/apollo-agriculture,Seed,,,,2018-01-01,Apollo Agriculture's mission is to deliver modern farming everywhere,Musha Ventures
Series B - Yoco,https://www.crunchbase.com/funding_round/yoco-series-b--1e80ac59,"Cape Town, NA - South Africa, South Africa, Africa",Yoco,https://www.crunchbase.com/organization/yoco,Series B,,,,2020-01-01,Yoco is a point-of-sale payments provider for small businesses in Africa.,Musha Ventures
Venture Round - Kombo King,https://www.crunchbase.com/funding_round/kombo-king-series-unknown--0ad9c4f0,"Cape Town, NA - South Africa, South Africa, Africa",Kombo King,https://www.crunchbase.com/organization/kombo-king,Venture - Series Unknown,,,,2021-05-07,Kombo King is a food tech startup.,Vumela Fund
Seed Round - Kaoun,https://www.crunchbase.com/funding_round/kaoun-seed--0737a81c,"Tunis, Tunis, Tunisia, Africa",Kaoun,https://www.crunchbase.com/organization/kaoun,Seed,,,,2021-01-01,Kaoun is a company that uses distributed ledger technologies and data science to change the payments and credits landscape of the MEA region,Musha Ventures
Pre Seed Round - Hello HR,https://www.crunchbase.com/funding_round/hello-hr-pre-seed--dac3a486,"Cape Town, NA - South Africa, South Africa, Africa",Hello HR,https://www.crunchbase.com/organization/hello-hr,Pre-Seed,,,,2021-01-01,Hello HR is a payroll and people management product for South Africans.,Musha Ventures
Seed Round - BuyPower,https://www.crunchbase.com/funding_round/buypower-seed--d119519c,"Abuja, Federal Capital Territory, Nigeria, Africa",BuyPower,https://www.crunchbase.com/organization/buypower,Seed,,,,2019-01-01,BuyPower is a utility payment platform in Nigeria.,Musha Ventures
Seed Round - LipaLater,https://www.crunchbase.com/funding_round/lipalater-seed--536c9388,"Nairobi, Nairobi Area, Kenya, Africa",LipaLater,https://www.crunchbase.com/organization/lipalater,Seed,,,,2019-01-01,LipaLater is a lending marketplace that provides postpaid payments at e-commerce stores.,Musha Ventures
Venture Round - Acumen Software,https://www.crunchbase.com/funding_round/acumen-software-series-unknown--a8e1ab38,"Johannesburg, NA - South Africa, South Africa, Africa",Acumen Software,https://www.crunchbase.com/organization/acumen-software,Venture - Series Unknown,,,,2021-08-13,Acumen Software is a consultancy and asset management & workforce management software solutions provider.,Imvelo Ventures
Venture Round - Adumo,https://www.crunchbase.com/funding_round/adumo-series-unknown--44f78762,"Bryanston, NA - South Africa, South Africa, Africa",Adumo,https://www.crunchbase.com/organization/adumo,Venture - Series Unknown,225000000,ZAR,14484077,2021-03-08,Adumo is a privately held independent payment service provider.,International Finance Corporation
Seed Round - ZUMI,https://www.crunchbase.com/funding_round/zumi-2-seed--1c6e0cb7,"Nairobi, Nairobi Area, Kenya, Africa",ZUMI,https://www.crunchbase.com/organization/zumi-2,Seed,,,,2020-01-01,"ZUMI connects apparel wholesalers and retailers in a transparent, affordable marketplace.",Musha Ventures
Seed Round - Kippa,https://www.crunchbase.com/funding_round/kippa-seed--82d13c35,"Nguru, Lagos, Nigeria, Africa",Kippa,https://www.crunchbase.com/organization/kippa,Seed,,,,2021-01-01,Kippa is a mobile app for African small company owners and bookkeepers that replaces physical record books.,Musha Ventures
Corporate Round - BetKing,https://www.crunchbase.com/funding_round/betking-c91c-corporate-round--08ef2e82,"Lagos, Lagos, Nigeria, Africa",BetKing,https://www.crunchbase.com/organization/betking-c91c,Corporate Round,81000000,USD,81000000,2020-11-13,"BetKing is a sports betting and entertainment company offering online services such as sports betting, and state-of-the-art virtual games.",MultiChoice
Grant - Helpmum,https://www.crunchbase.com/funding_round/helpmum-grant--f97c03dc,"Ibadan, Oyo, Nigeria, Africa",Helpmum,https://www.crunchbase.com/organization/helpmum,Grant,50000,USD,50000,2021-08-01,"Helpmum is a mobile healthcare service to reduce maternal & infant mortality through e-learning, vaccination tracker, and kit distribution.",Alex Waislitz
Grant - Helpmum,https://www.crunchbase.com/funding_round/helpmum-grant--358f4aa3,"Ibadan, Oyo, Nigeria, Africa",Helpmum,https://www.crunchbase.com/organization/helpmum,Grant,55000,USD,55000,2021-07-05,"Helpmum is a mobile healthcare service to reduce maternal & infant mortality through e-learning, vaccination tracker, and kit distribution.",Meta
Angel Round - Eshi Express,https://www.crunchbase.com/funding_round/eshi-express-angel--b15c6694,"Addis Ababa, Adis Abeba, Ethiopia, Africa",Eshi Express,https://www.crunchbase.com/organization/eshi-express,Angel,,,,2021-06-09,Eshi Express is a courier company providing wide range of logistics solutions for companies to focus on their core business.,Addis Abeba Angels Network
Funding Round - Absa Bank,https://www.crunchbase.com/funding_round/absa-bank-undisclosed--371d059e,"Johannesburg, NA - South Africa, South Africa, Africa",Absa Bank,https://www.crunchbase.com/organization/absa-bank,Funding Round,50000000,USD,50000000,2021-06-10,"Absa Group Limited, is a South African financial services provider, offering personal and business banking, corporate and investment banking",CDC Group
Pre Seed Round - Schoolz,https://www.crunchbase.com/funding_round/schoolz-bc25-pre-seed--35e39e23,"Cairo, Al Qahirah, Egypt, Africa",Schoolz,https://www.crunchbase.com/organization/schoolz-bc25,Pre-Seed,,,,2021-08-16,The new age of transportation and more,
Private Equity Round - Maintenance Climatisation Technique,https://www.crunchbase.com/funding_round/maintenance-climatisation-technique-private-equity--ef21dc54,"Marcory, Lagunes, Côte d'Ivoire, Africa",Maintenance Climatisation Technique,https://www.crunchbase.com/organization/maintenance-climatisation-technique,Private Equity,,,,2021-06-11,Maintenance Climatisation Technique (MCT) provides maintenance and installation services for air conditioning controlled ventilation.,Adiwale Partners
Debt Financing - ANOH Gas Processing Company,https://www.crunchbase.com/funding_round/anoh-gas-processing-company-debt-financing--93ba9740,"Owerri, Imo, Nigeria, Africa",ANOH Gas Processing Company,https://www.crunchbase.com/organization/anoh-gas-processing-company,Debt Financing,260000000,USD,260000000,2021-02-02,ANOH Gas Processing Company is a midstream gas company.,"FCMB Capital Markets, FirstRand Limited, MCB, Rand Merchant Bank, Stanbic IBTC Bank, UBA Group, Union Bank of Nigeria, Zenith Bank"
